product_id,product_name,aisle_id,department_id,ndbno
11613,Frosted Sugar Cookies,8,3,45370377 
11614,Pumpernickel Dark Pump Bread,112,3,45317347 
11615,Original Prepared Cheese Product,21,16,45247882 
11616,Beef Gravy,5,13,45279480 
11617,Gluten Free Apple Raisin Walnut Granola,121,14,45029290 
11618,BBQ Chicken Pockets,14,20,45014730 
11619,Dairy Free Coconut Milk Chocolate Yogurt Alternative,120,16,45111430 
11621,Coconut Milk Virgin Chocolate Bar,45,19,45153188 
11625,Home Menu with Dan Dan Noodles Garlic Chicken,38,1,45365473 
11626,Organic Chocolate Drops,45,19,45285384 
11627,Flounder Fillets,15,12,45183559 
11628,Authentic Israeli Fresh Classic Hummus,67,20,45177830 
11629,Classic Meatless Meatballs,14,20,43132 
11630,"Marinade & Grilling, Paradise Pineapple Teriyaki",5,13,45059467 
11631,Mixed Berry Lowfat Yogurt,120,16,45360741 
11632,100% Natural Old Fashioned Creamy Peanut Butter,88,13,45046122 
11633,Sweet & Tangy Glaze and Dipping Sauce,66,6,45238416 
11634,Veggie Chips Sea Salt,107,19,45153542 
11636,Premium Green Tea Bags,94,7,45012198 
11637,Cheez-Its,78,19,45248897 
11638,Preservative Free Teriyaki with Honey and Pineapple Marinade,66,6,45277976 
11639,Chocolate Berry Creme Sandwich Cookies,61,19,45309932 
11641,Home Menu Signature Pork Dumplings,38,1,45363557 
11642,Dark Chocolate Squares With Raspberry Filling,45,19,45231420 
11643,"Chili Paste, Ground Fresh",66,6,45240395 
11644,Light In Sodium Beans and Rice Burrito,38,1,45348391 
11645,Parmesan Crusted Fish,38,1,45245172 
11647,Chocolate Strawberry High Protein Bar,3,19,45090550 
11649,Organic Clementine Water,115,7,09433 
11650,Mole,30,6,45045532 
11651,Chorizo Style,14,20,45268523 
11652,Select Soy Sauce,66,6,16123 
11653,Dairy-Free Bananas for PB & Chocolate Frozen Dessert,37,1,45352460 
11654,Blood Orange Meyer Lemon Ginger Ale,77,7,45137766 
11655,Traditional Roast Whole Bean Coffee,26,7,45330112 
11656,Freeze Dried Strawberries,117,19,45269860 
11657,Lemon Goldenberry Power Snacks,117,19,45161421 
11660,Tribal Pastel Size 3 Diapers,100,21,45250491 
11661,Iced Latte Frozen Desserts,119,1,45186763 
11662,Organic Green Kale,83,4,45091292 
11664,Special K Divine Fudge Brownies,45,19,45260425 
11665,Original Hommus,67,20,45210361 
11666,Brown Jasmine Rice,4,9,45220122 
11667,Halloween Candy Mixed Minis,100,21,45265468 
11668,Egg White Chips Aged White Cheddar,107,19,45150522 
11669,Tuscan White Beans,59,15,45003892 
11671,Lemon-Lime Sports Hydration Drink,64,7,45150379 
11672,Ground Sage,104,13,02038 
11673,Mild Diced Green Chiles Fire Roasted,81,15,45198358 
11676,Midnight Reverie Intense Dark Chocolate,45,19,45207618 
11677,No.1 Liqueur,124,5,45323170 
11678,Kosher Dill Pickle Spears,110,13,45282228 
11679,Deli Fresh Rotisserie Seasoned Chicken Breast,96,20,07961 
11680,Frozen Kefir Tart And Tangy Strawberry,37,1,45081768 
11681,Chocolate Brownie Protein Bar Box,3,19,45328688 
11682,7 Grain Belgian Gourmet Waffles,52,1,45169453 
11683,Miracle Whip Light Dressing,72,13,45362168 
11684,Rice Cooking Wine,66,6,45240394 
11685,Peanut Butter Baking Chips,17,13,45077665 
11686,"Pizza, Thin & Crispy, Ionian Awakening",79,1,21273 
11688,Lemon Fruit & Nut Food Bar,3,19,45256847 
11689,On the Go Low Fat Cottage Cheese,108,16,45118935 
11691,Quinoa Salad Black Bean,69,15,45316842 
11692,Black Tea Chai Chocolate Tea Bags,94,7,45061786 
11693,Small Round Cheese Ravioli,38,1,45282597 
11695,Veggie Meatless Meatballs,42,1,43132 
11696,Dark Chocolate Hot Cocoa Mix,90,7,14197 
11697,Garlic & Dill Golden Peperoncini,110,13,45141930 
11698,Crunchy Chickpeas Korean BBQ,129,1,45045749 
11699,Crunch Chocolate Peanut Butter Granola Bar,3,19,45180412 
11701,Sweet Jalpeno Sauce,76,6,45203020 
11702,Pretzel Sticks filled with Pub Cheese,43,3,45120840 
11703,Clams Minced In Clam Juice,95,15,45120988 
11704,Organic Unsweetened Berry Coconut Granola,3,19,45240586 
11706,Breadsticks Original,105,13,45238136 
11707,Peanut Butter Chocolate Chip Macrobar,3,19,45241059 
11708,Apple Cinnamon Scones,93,3,45330563 
11709,Milk Chocolate Coconut & Almonds Bar,45,19,45336791 
11710,Fresh Mozzarella Snacking Cheese,2,16,45023999 
11711,Guac N' Go,67,20,45178031 
11712,Cage Free Large White Eggs,86,16,45360977 
11714,Pop-Tarts Frosted Brown Sugar Cinnamon Pastries,48,14,45265680 
11716,Chicken and Cheese Taquitos,129,1,45344491 
11717,Family Size Cheesy Chicken,38,1,45362029 
11719,"Grille Sauce, Maple Chipotle",5,13,45157997 
11720,Green Beans And Brown Rice Stage 2 Baby Food,92,18,45078310 
11721,Purely Natural Hand-Flaked Salmon Treats Cat Treats,100,21,45086072 
11722,"Nut Bar, Gotta Getta Gojiberry",3,19,45362963 
11723,Fat Free Green Chili Refried Beans Organic Vegetarian,59,15,45121411 
11724,Refreshe Cola,77,7,45150925 
11727,Hibiscus Mint Tea,94,7,45219510 
11729,Vietnamese Brown Rice Noodles With Green Tea,66,6,45238821 
11730,Organic Crunchy Wok Slaw Blend,123,4,45110141 
11732,Seeds The Day Organic Bread,112,3,45175980 
11733,Premium Liquid Coconut Oil,19,13,45223850 
11734,Breaded Popcorn Turkey Dogs,38,1,45093302 
11737,Organic Lemon Lowfat Yogurt,120,16,45111098 
11738,Kale Apple Lemon Cold Pressed Juice,31,7,45166779 
11740,Boneless Skinless Thighs,35,12,45277494 
11742,Light Ranch Veggie Dip,67,20,45270230 
11743,Ultra Thin Pizza Crust,128,3,45209932 
11744,Macrobar Cherries N Berries,3,19,45241057 
11746,Healthy Harvest Whole Grain Spaghetti Pasta,131,9,45093549 
11747,Dark Chocolate Creme de Pirouline,61,19,45004873 
11748,Artichoke Dip,67,20,45316039 
11749,French Vanilla Liquid Coffee Creamer,53,16,45355900 
11750,Lorna Doone Shortbread Cookies,61,19,45305326 
11752,Super Moist Vanilla Cake Mix,105,13,45249649 
11754,Sauté Express Garlic & Herb Cooking Squares,36,16,45149158 
11755,Chili Powder,104,13,02009 
11757,Crossovers Coconut Chocolate,120,16,45167734 
11758,Arrowroot Starch/Flour,17,13,45093169 
11759,Organic Simply Naked Pita Chips,107,19,45284684 
11760,7 Whole Grain Nuggets Cereal,121,14,45309721 
11761,Sparkling Clementine Juice Beverage,77,7,45240300 
11763,Pepper Jack Thick Slices Cheese,21,16,45087489 
11764,Linguine Fini Pasta,131,9,45008852 
11765,Organic Grass fed Creamline Yogurt Lemon,120,16,45004570 
11766,Organic Wheat-Free & Gluten-Free Onion Crackers,78,19,28360 
11767,Greek Vanilla Yogurt,120,16,01286 
11769,White Taco Shells,30,6,18360 
11771,Chicken Granulated Buillon,69,15,45245869 
11772,Sockeye Salmon,15,12,15085 
11773,Classic Roast Medium Ground Coffee,26,7,45017779 
11774,Organic Nectarine Jam,88,13,09191 
11775,Sea Salt Baked Organic Potato Snack BOPS,107,19,45019069 
11776,Baked Sea Salt & Vinegar Potato Chips,107,19,45273776 
11777,Red Raspberries,123,4,09306 
11778,Organic Tomato Lower Sodium Soup,69,15,45045050 
11781,"Mushroom, Spinach, and Salsa Tamales",30,6,45021882 
11782,Bing Cherries,24,4,45293309 
11783,"Just Croutons, Garlic",89,13,45204194 
11784,Duck Eggs,86,16,45364905 
11785,Condensed Soup Healthy Request Bean With Bacon,69,15,45246090 
11787,Mild Thick and Chunky Salsa,30,6,45195351 
11788,Pecan Nuts,117,19,12142 
11789,Gluten Free Verde Sauce,89,13,45121294 
11790,Natural Vanilla Marshmallows,17,13,45170820 
11791,Chorizo,96,20,45362247 
11792,Wild Smoked Salmon Classic,15,12,45181511 
11793,Ciabatta Roll,8,3,45126529 
11794,Quinn Butter and Sea Salt Popcorn,23,19,45161714 
11796,Grape Soda,77,7,45137481 
11797,Lightly Salted Party Peanuts,117,19,45356635 
11798,Premium Selects Brussels Sprouts,116,1,45040054 
11799,Roasted Garlic Marinara Sauce,9,9,45320280 
11800,Italian Castelvetrano Whole Green Olives,110,13,45141868 
11802,Rosemont Crest Blend Coffee,100,21,45363255 
11806,Paleo Blueberry Muffin,100,21,45361671 
11807,Rustic Italian Vegetable Soup,69,15,45028321 
11808,Pineapple & Passion Fruit Sandwich Fruit Bar,50,19,45016748 
11809,Sweet Vidalia Onion Barbecue Sauce,5,13,45114891 
11810,Eternal Alkaline Water,100,21,45359500 
11813,Mexican Cheddar Jack Shredded Cheese,21,16,45174608 
11815,Cashew Cookie Fruit & Nut Bar,3,19,45196361 
11816,All Natural Miso Paste,14,20,45078784 
11817,Roarin' Waters Grape Flavored Water Beverage,98,7,45343734 
11818,Happy Baby Stage 1 Fresh Mango Organic Baby Food,92,18,45044167 
11821,Organic Milk Whole,84,16,45269888 
11822,Almond Breeze Vanilla Almond Milk,91,16,45237480 
11825,Ultra Strength Dish Liquid,100,21,45354013 
11826,Dark Chocolate Almond Milk,91,16,45094443 
11827,Chunky Medium Salsa,51,13,45081410 
11828,100% Juice Orange Pineapple,100,21,45243114 
11829,Mung Bean Pasta,66,6,45100298 
11831,Organic Gluten Free Brownie Mix,105,13,45093187 
11832,Louisiana Roll,13,20,45237454 
11833,Good Start Soothe Powder Infant Formula,92,18,03802 
11834,Whole Peeled Plum Tomatoes,81,15,45362134 
11836,Slow Kettle Andouille Sausage Jambalaya Soup,69,15,45305694 
11837,Pure Dark Brown Cane Sugar,17,13,45282277 
11838,Breakfast Blend Coffee,26,7,14180 
11840,Organic Chicken Pot Pie Homestyle Meal 9+ Months,92,18,45273999 
11842,Unflavored Gelatin,105,13,45333394 
11843,Wildberries Organic Probiotic Whole Milk Kefir,120,16,45136745 
11844,Dolmas Stuffed Grape Leaves,110,13,45040886 
11845,100% Mango Juice,98,7,45018654 
11846,Organic Rye & Spelt Bread,112,3,45355455 
11848,Organic Creamy Carrot & Bunny Pasta Soup,69,15,45321108 
11850,Crunchy Banana Chocolate Bar,45,19,45240897 
11851,Malabar black pepper,104,13,11986 
11852,Blended Canadian Whiskey,124,5,45271529 
11854,Spinach Nuggets,14,20,21246 
11855,Italian Sides Four Cheese Pasta,4,9,45088555 
11856,Light Italian Hamburger Buns,112,3,45204892 
11857,Kickstart Pineapple Orange Mango,77,7,45144018 
11858,Artisanal Nonfat Coffee Greek Yogurt,120,16,01285 
11859,Red Pepper,83,4,11821 
11861,Farmer's Market Vegetable & Turkey Dinner with Lil' Bits,92,18,45262341 
11862,Gluten Free Corn Bread Stuffing,4,9,45332891 
11863,Low Fat Strawberry Yogurt,120,16,45101496 
11865,Light & Lean Spaghetti Italiano with Meatless Meatballs,38,1,45239083 
11868,Nesquik No Sugar Added Chocolate Milk Mix,90,7,14196 
11869,String Cheese,21,16,45126210 
11870,Salsa Con Queso With Smoked Jalapeno Medium,51,13,27052 
11871,Organic Cranberry Sauce,67,20,45105708 
11872,Air Heads Special Edition Chewy Fruit Candy Bars White Mystery - 6 CT,45,19,45101765 
11874,"Italian Ground Turkey, Lean",49,12,45139655 
11875,Simply Dressed Avocado Ranch Dressing,89,13,45126544 
11876,Chicken & Vegetable Potstickers,38,1,45346927 
11878,"Cabernet Sauvignon, Paso Robles, 2012",28,5,14097 
11879,Organic Salted Caramel Swirl Ice Cream Bar,37,1,45044462 
11880,"Black Pepper, Coarse Grind",104,13,45021998 
11881,Classic Waffle Cones,103,19,45077736 
11882,Restaurant Style Tortilla Chips,107,19,45219028 
11883,12 Year Old Blended Scotch Whisky,124,5,45153354 
11884,Traditional Madeleines,8,3,45346599 
11885,"Sparkling Water, Bottles",115,7,14555 
11886,Blonde Roast Aria Blend Ground Coffee,26,7,45146893 
11888,Chickpea Salad,1,20,45266979 
11889,Kombucha Green Tea,94,7,45166746 
11891,Kidz Baked Chicken Nuggets,129,1,21246 
11892,Mixed Berry BelVita Bites,48,14,45123598 
11893,Mini Pineapple,100,21,45148272 
11894,Slim Cut Mozzarella Cheese Slices,21,16,45352249 
11895,Mild Red Pepper Sauce,72,13,45061177 
11896,Organic Ice Cream Chocolate Chocolate Chip,37,1,45184348 
11898,Foods Gourmet Dry Salami Black Pepper,96,20,45104481 
11899,Drumstick Crunch Dipped Vanilla Fudge/Vanilla Caramel/Vanilla Frozen Dairy Dessert Cones,37,1,45320293 
11900,Original Hard Lemonade,27,5,14239 
11901,"The Original Picante Sauce, Medium",51,13,45313086 
11902,Baked Garlic Pita Chips,107,19,45032371 
11905,Hot Dill Pickle Chips,110,13,45190884 
11906,Pinenuts,117,19,45148686 
11908,+Energy Black Cherry Vegetable & Fruit Juice,31,7,45307482 
11909,White Instant Enriched Long Grain Rice,4,9,45065144 
11912,Roka Blue Cheese Salad Dressing,89,13,42153 
11913,Shelled Pistachios,117,19,45268284 
11914,Original Pennsylvania Dutch Pretzels,107,19,45162627 
11917,California Habanero Hot Sauce,5,13,45315589 
11919,"Tender white meat chicken in a red chile lime sauce with a medley of roasted corn, peppers, and rice Chile Lime Chicken",38,1,45329533 
11921,Elderberry Extract,29,13,09088 
11924,Original Lightly Salted Potato Crisps,100,21,45362354 
11925,Total 2% with Raspberry Pomegranate Lowfat Greek Strained Yogurt,120,16,45039458 
11926,Organic Cheddar Squares,78,19,45283681 
11927,Tofu Scrambler,4,9,45318198 
11930,Sea Salt Baked Lentil Chips,107,19,45320193 
11931,Instant Enriched Long Grain Rice Premium Rice,4,9,45342411 
11933,Grated Parmigiano Reggiano,2,16,45314705 
11934,Organic Greens & Apple Juice,31,7,45162498 
11935,Midgees,45,19,45266937 
11937,Mixed Berries,123,4,25062 
11939,Kalamata Olive Crackers,78,19,45281088 
11941,"Tortillas, Corn, Organic",128,3,45343228 
11942,Chicken Breast Kabob,35,12,45198928 
11943,Mixed Apple Slices,123,4,45218994 
11944,Danimals Smoothie Cotton Candy Flavor,120,16,45135974 
11945,Organic Gluten & Wheat Free Homestyle Waffles,52,1,45039610 
11946,Lowfat Strawberry Goat Milk Yogurt,120,16,01284 
11948,Matcha Green Tea,94,7,45103289 
11949,Sea Salt Bean & Rice Chips,107,19,45275205 
11950,Madagascar Vanilla Ice Cream,37,1,45189231 
11951,Singles Deep Dish Meat Trio Pizzas,79,1,45121147 
11952,Simply Lemon Herb Chicken,38,1,45329548 
11953,Vanilla Caramel Latte Black Tea Concentrate,94,7,45136727 
11954,Bacon Lust Hunt & Harvest Mix,3,19,45333165 
11956,Xtremes Rainbow Berry Chewy Candy,45,19,45018586 
11957,Chocolate Tartlettes,61,19,45105656 
11958,Coconut Crunch Gluten Free Cookie,8,3,45235240 
11959,Chipotle Salsa,67,20,45020179 
11961,Organic Nuts & Vanilla Beverage,31,7,19104 
11962,"Coconut Chips, Crunchy, Show Me the Honey",50,19,45283090 
11963,Indulgent Recipe Chocolate Truffle Pudding,71,16,45093395 
11964,Sliced Okra,116,1,11278 
11965,Yellow Rice & Corn With Seasoning,4,9,32011 
11967,Diet Moutain Dew,77,7,45325433 
11968,Thin Sausage Pizza,79,1,21493 
11969,Framboise Lambic Belgian Raspberry Beer,27,5,45187708 
11970,Mixed Sea Vegetables,66,6,45346295 
11971,Organic Whole Ground Soy Flour,17,13,45026844 
11972,Black Cherry Dairy-Free Yogurt Alternative,120,16,45111430 
11973,Tender White Corn Pop Up Bowl,23,19,45130178 
11974,Goat Milk Yogurt Vanilla,120,16,45093149 
11975,Gluten Free Hearty Whole Grain Bread Mix,105,13,28372 
11976,No Beans Less Sodium Chili,59,15,45238417 
11977,Polly-O Mozzarella & Cheddar Cheeses Twists,21,16,45311480 
11978,Ground Coffee Kilimanjaro,26,7,45371688 
11980,Heritage Flakes Cereal,121,14,45029766 
11981,Bottled Beer,27,5,45345915 
11982,Bissli BBQ Snack,33,6,45078122 
11983,Simply 100 Strawberry Blended Non-Fat Greek Yogurt,120,16,45083732 
11985,Buttermilk Pancakes,52,1,45259327 
11987,Homemade Style Basil Pesto,9,9,06629 
11992,Organic Carrots & Ranch Dip,123,4,45339210 
11993,Sharp Cheddar Cheese Slices,21,16,01270 
11994,"Pumpkin Chips, Crunchy",50,19,45105564 
11995,Mediterranean Extra Virgin Olive Oil,19,13,45243223 
11996,Milk Chocolate Cookie & Caramel Fun Size,45,19,45304210 
11997,Fruit Bites,50,19,45314990 
11998,Rev #1 Pepperoni Pizza Snack Wrap,13,20,45114724 
11999,Bright Sky Blend Blonde Ground Coffee,26,7,45159153 
12000,Baked Organic Sea Salt Crunchy Pea Snack,72,13,45045308 
12002,Sesame Flatbreads,128,3,45024174 
12004,Organic Colorado Cracked Wheat Bread,112,3,45015074 
12006,Original Ravioli,42,1,45044808 
12008,Plain Organic Coconut Milk Yogurt,120,16,01116 
12009,Umbrian Lentil Soup,69,15,45022058 
12011,12 Grain Bread,112,3,45338868 
12013,Pinot Noir,28,5,14099 
12014,Gluten Free Thai Spring Rolls 4 Count,129,1,28354 
12015,Asparagus Spears,83,4,45195902 
12016,Organic Bran Flakes Cereal,121,14,45042484 
12018,Organic Ghee,19,13,45268085 
12020,"Mighty 4 Sweet Potato, Blueberry, Millet & Greek Yogurt Tots Snack",92,18,45269598 
12021,Mayonnaise Safflower,72,13,45080698 
12022,California Brown Rice,63,9,45211025 
12023,Toasted Coconut Chips Original Recipe,117,19,45121468 
12026,Organic Russian Banana Fingerling Potatoes,83,4,45255427 
12027,Herb And Spices Havarti,21,16,45345200 
12028,Watermelon Juice,98,7,45346906 
12029,Unfrosted Strawberry Toaster Pastries,48,14,45309974 
12030,Herbs Ginger Blend Spices,16,4,45353873 
12031,"Taco Seasoning, No. 4",104,13,45084740 
12032,Coconut Milk INon Dairy Frozen Dessert Coconut,37,1,45111726 
12033,Raspberries Dark Chocolate Bar,45,19,45275726 
12034,"Carrot, Mango, & Coconut With Red Lentils Organic Baby Food",92,18,45262084 
12035,Classic Coleslaw Salad,123,4,43016 
12036,Gluten-Free Supergrain Pasta Organic Corn & Quinoa Blend Penne,131,9,45056851 
12037,"Granola, Organic, Currant Walnut",121,14,45049687 
12039,Organic Pear Juice,98,7,43408 
12041,Amazin Prunes Pitted Orange Essence,117,19,45093132 
12043,Original Organic Chewy Banana Bites,100,21,45032273 
12044,Sweet Garden Peas,116,1,45105113 
12047,Premium Tonic Water,115,7,45235466 
12049,Crunchy Almond Unsalted Butter,88,13,45191552 
12050,Special K Bacon Egg & Cheese Flatbread Breakfast Sandwich,52,1,45253711 
12051,Aged Basmati Rice,63,9,45329928 
12052,Fully Cooked Baby Back Ribs With Jack Daniel's Glaze,7,12,45217517 
12053,Panama Peach Antioxidant Infusion,31,7,45209208 
12054,Lemon Sparkling Soda,77,7,45249438 
12055,"Salad Kit, Endless Summer",123,4,45077784 
12056,Premium Spiced Rum,124,5,45057388 
12057,"Fresh Pasta Sauce, Marinara Sauce",9,9,06931 
12058,Satsuma,100,21,45240539 
12059,Cacao Almondmilk,91,16,45147595 
12060,Unsweetened Whole Milk Mixed Berry Greek Yogurt,120,16,45257598 
12064,Just Corn,50,19,45211308 
12068,Ritz Peanut Butter Cracker Sandwiches,78,19,45310307 
12069,Organic Campari Cocktail Tomatoes,123,4,45306832 
12071,Little Gems Sweet Lettuce,83,4,45270098 
12072,Basil Stir-In Paste,123,4,45112333 
12073,Milk Chocolate Coconut,45,19,45008881 
12074,Quick Enriched White Hominy Grits,130,14,08314 
12075,Spicy Hummus,67,20,45267796 
12076,Hummus Artichoke & Garlic,67,20,45140820 
12077,Ice Cream Super Chunky Cookie Dough,37,1,45111547 
12078,Shredded Mexican Blend Cheese,21,16,45174584 
12079,Mini Gluten-Free Honey Graham Style Crackers,78,19,45307111 
12080,Sourdough Cracked Wheat Bread,112,3,45112240 
12081,Soft Rye Loaf Bread,112,3,18060 
12082,Ice Cubes,37,1,45337025 
12083,G2 Glacier Freeze Sports Drink Mix,90,7,45307006 
12084,Organic Cumin Seeds,104,13,45364143 
12085,Organic Spicy Marinara Sauce,9,9,45223839 
12087,Chicken Flavor Ramen Noodle Soup,4,9,06983 
12090,Organic Flaxseed Granola,57,14,45316448 
12091,Original Sensuous Slathering Bar-B-Que Sauce,5,13,45204084 
12092,Fire Roasted Jalapeño Pita Chips,107,19,45151077 
12094,Chick Peas Garbanzos Premium,59,15,45043347 
12095,Sea Salt Sweet Potato Crackers,78,19,45103101 
12096,Gluten Free Wheat Free Sugar Cookie Mix,105,13,45057730 
12097,Refined Almond Oil,19,13,45350148 
12099,Honey Greek Yogurt,120,16,45118324 
12100,Wild Fruit Preserves,88,13,45284178 
12101,Black Truffle Flavored Olive Oil,19,13,45243542 
12103,Quick Dissolve Superfine Pure Cane Sugar,17,13,45031485 
12104,Dgiorno Asm Pepperoni Speciale,79,1,07057 
12105,"Sweet Balanced Breaks Monterey Jack Natural Cheese, Dried Cranberries & Dark Chocolate Covered Peanuts Snacks",100,21,45265901 
12107,Peppered Turkey Breast,96,20,45122968 
12108,Kiwi Strawberry with Electrolytes & Vitamins Water Beverage,64,7,45148900 
12109,Multigrain Waffles,52,1,45039613 
12111,Parmesan & Garlic Kettle Cooked Potato Chips,107,19,45141606 
12112,Soft Cream Cheese with Garlic & Herbs,100,21,45272378 
12113,Corn Starch,17,13,45067447 
12114,"Buffalo Meat Bar with Cranberries, Apple & Orange Peel",23,19,45219954 
12115,French Onion Chips,107,19,45349142 
12116,Get Gorgeous Be Well Red Tea,94,7,45305746 
12117,Authentic Mexican Chocolate Drink Mix Tablets,90,7,45245618 
12118,Organic Whole Grain Spanish Rice,63,9,45081976 
12120,Half & Half Sweet Tea Pink Lemonade,31,7,45152126 
12121,Chewy Peanut Peanut Butter Granola Bars,3,19,45265256 
12122,Chocolate Flavored Low Fat Milk 1%,84,16,45289703 
12123,"Chicken Fat, Rendered",34,1,10864 
12124,Organic Strawberry Greek Yogurt,120,16,01284 
12125,Organic Peace Pasta & Parmesan Macaroni & Cheese,4,9,45321468 
12126,Chopped Baby Spinach,116,1,45225084 
12127,Multi Grain Everything Tortilla Chips,107,19,45238151 
12128,Cheddar Cheese,21,16,01168 
12129,12 Oz Lager,27,5,45359949 
12130,Premium Chunk White Albacore in Water Tuna,95,15,45222715 
12132,Gluten Free Apple Cinnamon Oatmeal,130,14,45029802 
12133,Sharp Yellow Cheddar Cheese,21,16,45188670 
12134,Organic Red Palm & Coconut Shortening,17,13,04570 
12136,Cafe Steamers Spaghetti & Meatballs,38,1,45134849 
12137,Original Essential Antioxidants 100% Vegetable Juice,98,7,45307700 
12139,White Cheddar Bunnies,78,19,45209098 
12140,Diet Soda,77,7,45137758 
12141,Deli Fresh Bold Italian Style Herb Turkey Breast,96,20,45294159 
12142,Ricanelas Cinnamon Cookies,78,19,45367391 
12143,Cajun Seasoning,104,13,45102415 
12144,Gluten-Free Chicken Nuggets,34,1,45199860 
12145,Tofu Miso Ramen,66,6,45169971 
12146,Duck Mousse with Port Wine,96,20,45221250 
12147,Italian All Natural Salad Dressing & Recipe Mix,89,13,45333696 
12148,Mozzarella Bites,129,1,45196830 
12149,Grade AA Extra Large Eggs,86,16,45253986 
12150,"Relaxation Drink, Black Tea, Peach Raspberry Passion Fruit",94,7,45150008 
12151,Sheep Milk Original Plain Kefir,2,16,01109 
12153,"GemWraps, Mango Chipotle",128,3,45196225 
12154,Wheat Free Oatmeal Snackimals,61,19,45022260 
12155,Mint Magic Caffeine Free Herbal Tea,94,7,45031703 
12156,Lite Thousand Island Salad Dressing,89,13,45257641 
12157,Tamari Gluten Free Soy Sauce Reduced Sodium,66,6,45042230 
12158,Organic Maple Butter,36,16,45103311 
12159,Light Red Raspberry Yogurt,120,16,45357542 
12161,Popped Barbecue Chips,107,19,45004889 
12162,Miso Soup Bowl,66,6,45065183 
12163,Organic Coconut Bliss Frozen Dessert,37,1,45025030 
12164,Neoguri Udon Type Noodle Spicy Seafood,66,6,45235073 
12165,Pummelo,24,4,09295 
12168,Hickory Smoke Barbecue Sauce,5,13,45281280 
12169,Organic Butternut Squash Bisque,69,15,45079946 
12170,Sweet & Spicy Jalapeno Kettle Cooked Potato Chips,107,19,45224229 
12171,Healthy Harvest 100% Whole Grain Rotini,4,9,45093548 
12176,"Fruities On-The-Go Apple, Mango & Carrot Puree Stage 2",92,18,45322977 
12179,Frozen Turkey Meal,38,1,05286 
12180,Protein & Fiber Bar Cupcake Batter,100,21,45374556 
12182,Crispy Freeze Dried Bananas,117,19,45326962 
12183,Butter Unsalted 4 ct,36,16,45326540 
12184,Sugar Free Oats and Chocolate Cookies,61,19,18202 
12185,Whole Cleaned Calamari,15,12,45293033 
12186,Organic Mint Mélange Herbal Tea,94,7,45238044 
12187,Ground Coffee Classico Medium Roast,26,7,45017779 
12189,Organic Barley Flour,17,13,20130 
12191,Kettle Cooked Original Potato Chips,107,19,45114126 
12192,Nut Delight Fruit & Nut Bar,3,19,45232313 
12193,100% Florida Orange Juice,98,7,45139138 
12194,Simply Dressed Light Ranch Dressing,89,13,45126541 
12195,"Monviso, California Heirloom Fresh Peeled Garlic",123,4,45364285 
12196,Chicken Quesadilla,13,20,45348116 
12199,Vidalia Onion Fig Sauce,5,13,45239387 
12202,Spaghetti No 3,131,9,45331587 
12203,Camembert Soft Ripened,2,16,45104734 
12204,Vegetable Medley,116,1,45273212 
12205,Thin And Crispy Bbq Chicken,79,1,45245025 
12206,Basil Pesto,9,9,06629 
12207,Organic Cheddar & Broccoli Quinoa Squares,78,19,45283681 
12208,Organic Protein Chocolate & Almond & Coconut Milk Superfood Smoothie,31,7,45216728 
12210,Organic Bunashimeji Mushrooms,123,4,45200482 
12211,Gluten Free Organic Taco Sliders Corn Tortillas,30,6,45197280 
12213,Beef Bouillon Powdered,69,15,45067741 
12214,Green Apple Hard Cider,27,5,14250 
12215,Wholesome Medley,125,19,45329752 
12216,Dortmunder Gold Lager,27,5,45256769 
12218,Classic Wheat Bread,112,3,45188137 
12219,Honey Gram Crackers,78,19,45364746 
12220,Traditional Style Pink Salmon,95,15,45019185 
12221,Australian Sharp Cheddar Cheese,21,16,01270 
12222,Instant Cheesecake Pudding Sugar Free Fat Free,105,13,45032626 
12223,Light & Lean Roasted Polenta With Swiss Chard,38,1,45232559 
12225,The Organic Candy Bar Caramel Mini,45,19,45366560 
12227,Classic Marinara,9,9,45205243 
12231,Orange Jel Dessert,71,16,45204197 
12232,Original Diced Tomatoes & Green Chilies,81,15,45103756 
12233,Chocolate Filled Crepe,8,3,45192900 
12234,100 Calorie Bartlett in Extra Light Syrup Pear Halves,99,15,45342720 
12235,Light Apple Juice Cocktail,98,7,45239418 
12236,Protein Smoothies Awesome Acai Berry,100,21,45206498 
12237,Organic Sour Rye Bread,112,3,18060 
12238,Farmhouse Mac & Cheese,38,1,45340491 
12239,"Bac'uns, Vegetarian Bits",89,13,45082010 
12240,Vanilla Protein Almond Milk,91,16,45083594 
12244,Cinnamon & Sugar Pumpkin Seeds,117,19,45032146 
12245,African Hot Pepper Sauce,72,13,45206225 
12247,Cranberry Zero Soda,77,7,45308494 
12248,Tomato And Basil Pasta Sauce,9,9,45104039 
12249,Cheddar Mild Shredded Cheese,21,16,45285491 
12250,EF California White Basmati Eco-Farmed 2 lb Rice,63,9,45371174 
12251,"Santa Barbara Fresh European Style Salad Blend Escarole, Endive, Radicchio",123,4,45329671 
12252,Organic Chocolate  Chip Cookie Vanilla Bean Ice Cream Sandwiches,37,1,45040104 
12253,90 Calorie Chocolate Chip Cookie,48,14,45312468 
12254,Organic Cherries,123,4,45255524 
12255,Seltzer Peach Pink Bellini,100,21,45147170 
12257,Crab Classic Chunk,15,12,45242154 
12258,Organic White English Muffins,93,3,45209838 
